Barcode	Read_Count	Percentage_of_Reads	Taxon_ID	Taxon_Path	Taxon_Rank	Species	Type of pest	Pest Name	UK	Likelihood (unmitigated)	Impact (unmitigated)	Risk Rating (unmitigated)	Regulation	Likelihood (mitigated)	Impact (mitigated)	Risk Rating (mitigated)	Scenario for Risk Register	Regulated	Natural Spread
27	1	0.00	132184	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora apii	species	Cercospora apii													
27	1	0.00	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
27	1	0.00	685502	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fuligena	species	Pseudocercospora fuligena													
27	1	0.00	93591	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium fungicola	species	Lecanicillium fungicola													
27	1	0.00	1095194	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum boninense species complex,Colletotrichum karsti	species	Colletotrichum karsti	Fungus	Colletotrichum karsti	Unknown									No	No
28	4532	95.69	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
28	131	2.77	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
28	15	0.32	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
28	10	0.21	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
28	7	0.15	29001	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Brassicicola,Alternaria brassicicola	species	Alternaria brassicicola													
28	5	0.11	48097	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Panax,Alternaria panax	species	Alternaria panax	Fungus	Alternaria panax	Absent	3.0	4.0	24.0		3.0	4.0	24.0	Pest is introduced	No	No
28	3	0.06	27334	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum	species	Penicillium expansum													
28	3	0.06	5599	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex,Alternaria alternata	species	Alternaria alternata													
28	2	0.04	40559	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea	species	Botrytis cinerea	Fungus	Botrytis cinerea	Present (Widespread)									No	No
28	2	0.04	167740	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria gaisen	species	Alternaria gaisen	Fungus	Alternaria gaisen	Absent	3.0	3.0	9.0		3.0	3.0	9.0	Pest is introduced	No	No
28	2	0.04	914237	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune	species	Rhynchosporium commune													
28	2	0.04	48100	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri,Alternaria solani	species	Alternaria solani													
28	2	0.04	27357	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum acutatum species complex,Colletotrichum acutatum	species	Colletotrichum acutatum	Fungus	Colletotrichum acutatum	Present (Widespread)	3.0	4.0	60.0	Regulated non quarantine pest	2.0	4.0	40.0	Pest spreads to maximum extent	No	No
28	1	0.02	1592451	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium zeae	species	Aureobasidium zeae													
28	1	0.02	231936	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis omnivora	species	Phymatotrichopsis omnivora	Fungus	Phymatotrichopsis omnivora	Absent	1.0	2.0	10.0	Regulated quarantine pest	1.0	2.0	10.0	Pest is introduced	Yes	No
28	1	0.02	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
28	1	0.02	29908	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix schenckii	species	Sporothrix schenckii													
28	1	0.02	40998	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe australis	species	Elsinoe australis	Fungus	Elsinoe australis	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
28	1	0.02	86259	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia nashicola	species	Venturia nashicola	Fungus	Venturia nashicola	Absent	3.0	3.0	9.0	Regulated quarantine pest (Northern Ireland)	1.0	3.0	3.0	Pest is introduced	Yes	No
28	1	0.02	40997	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe fawcettii	species	Elsinoe fawcettii	Fungus	Elsinoe fawcettii	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
28	1	0.02	1047171	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici	species	Zymoseptoria tritici													
28	1	0.02	27358	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum coccodes	species	Colletotrichum coccodes													
28	1	0.02	5454	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Ascochyta,Ascochyta rabiei	species	Ascochyta rabiei													
29	3991	97.91	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
29	34	0.83	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
29	12	0.29	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
29	11	0.27	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
29	7	0.17	5180	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum	species	Sclerotinia sclerotiorum	Fungus	Sclerotinia sclerotiorum	Present (Widespread)									No	No
29	4	0.10	230439	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina	species	Peronospora tabacina													
29	3	0.07	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
29	2	0.05	914237	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune	species	Rhynchosporium commune													
29	2	0.05	119933	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Stemphylium,Stemphylium vesicarium	species	Stemphylium vesicarium	Fungus	Stemphylium vesicarium	Present (Widespread)	3.0	3.0	36.0		3.0	3.0	36.0	Pest spreads to maximum extent	No	No
29	2	0.05	53983	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cambivora	species	Phytophthora cambivora	Fungus	Phytophthora cambivora	Present (Widespread)									No	No
29	1	0.02	111012	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,Lecanosticta acicola	species	Lecanosticta acicola	Fungus	Lecanosticta acicola	Absent	4.0	3.0	60.0	Regulated quarantine pest (Great Britain.) Northern Ireland: Regulated non quarantine pest	3.0	3.0	45.0	Pest is introduced	Yes	No
29	1	0.02	167740	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria gaisen	species	Alternaria gaisen	Fungus	Alternaria gaisen	Absent	3.0	3.0	9.0		3.0	3.0	9.0	Pest is introduced	No	No
29	1	0.02	27334	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum	species	Penicillium expansum													
29	1	0.02	48100	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri,Alternaria solani	species	Alternaria solani													
29	1	0.02	86259	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia nashicola	species	Venturia nashicola	Fungus	Venturia nashicola	Absent	3.0	3.0	9.0	Regulated quarantine pest (Northern Ireland)	1.0	3.0	3.0	Pest is introduced	Yes	No
30	713	96.48	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
30	15	2.03	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
30	6	0.81	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
30	1	0.14	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
30	1	0.14	914237	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune	species	Rhynchosporium commune													
30	1	0.14	230439	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina	species	Peronospora tabacina													
31	5923	94.06	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
31	235	3.73	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
31	21	0.33	119933	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Stemphylium,Stemphylium vesicarium	species	Stemphylium vesicarium	Fungus	Stemphylium vesicarium	Present (Widespread)	3.0	3.0	36.0		3.0	3.0	36.0	Pest spreads to maximum extent	No	No
31	20	0.32	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
31	19	0.30	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
31	7	0.11	86259	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia nashicola	species	Venturia nashicola	Fungus	Venturia nashicola	Absent	3.0	3.0	9.0	Regulated quarantine pest (Northern Ireland)	1.0	3.0	3.0	Pest is introduced	Yes	No
31	7	0.11	48097	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Panax,Alternaria panax	species	Alternaria panax	Fungus	Alternaria panax	Absent	3.0	4.0	24.0		3.0	4.0	24.0	Pest is introduced	No	No
31	7	0.11	29001	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Brassicicola,Alternaria brassicicola	species	Alternaria brassicicola													
31	6	0.10	331382	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia horiana	species	Puccinia horiana	Fungus	Puccinia horiana	Present (Limited)	3.0	2.0	18.0	Regulated non quarantine pest	2.0	2.0	12.0	Pest spreads to maximum extent	No	No
31	4	0.06	40997	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe fawcettii	species	Elsinoe fawcettii	Fungus	Elsinoe fawcettii	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
31	3	0.05	48100	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri,Alternaria solani	species	Alternaria solani													
31	2	0.03	5599	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex,Alternaria alternata	species	Alternaria alternata													
31	2	0.03	230439	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina	species	Peronospora tabacina													
31	2	0.03	40998	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe australis	species	Elsinoe australis	Fungus	Elsinoe australis	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
31	2	0.03	111012	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,Lecanosticta acicola	species	Lecanosticta acicola	Fungus	Lecanosticta acicola	Absent	4.0	3.0	60.0	Regulated quarantine pest (Great Britain.) Northern Ireland: Regulated non quarantine pest	3.0	3.0	45.0	Pest is introduced	Yes	No
31	2	0.03	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
